,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language
121,0313a9dc-5fa5-4a05-8737-1caa640bc055,Navor Navia Urdánigo,https://play-lh.googleusercontent.com/a-/ACB-R5RklsGF2lgnFea1SlDNDV1j1k64ObBDFPd_idVRgw,Fluida y práctica,5,0,1.14.0,2020-12-19 11:53:13,,,1.14.0,es
124,41253db6-85fb-4cc1-a9ff-733816dc09b2,Amado Garcia,https://play-lh.googleusercontent.com/a-/ACB-R5SsXX3N4U5RdvVomnLdVugOADO7xB0eOq2uKCBk,Es buena para dar seguimiento al aprendizaje y no olvidar los conceptos. Me gustaría que también incluyera ejercicios prácticos.,5,4,1.14.0,2020-12-06 20:39:51,,,1.14.0,es
125,d0aa812d-a3f3-47c2-b129-0187c0fa07e3,Antonio Rivero Diaz,https://play-lh.googleusercontent.com/a/AGNmyxYI_jFCd5ETbeXePLHWls8Rgo-RIFEUVMy9By3E=mo,Muy buena forma de practicar y aprender código,5,0,1.14.0,2020-11-29 17:53:46,,,1.14.0,es
126,dcf08ece-a0ee-40b3-b4e1-cec185433710,Nicolás,https://play-lh.googleusercontent.com/a-/ACB-R5Sk_L21Cwz8dCMwreefAEbR7tmUwTewluCwOWFJTA,Es excelente para aprender programación en el lenguaje que elijas. El punto negativo es que necesitas saber inglés si o si,5,8,1.14.0,2020-11-27 00:17:42,,,1.14.0,es
127,11e1963d-a7d2-4733-b877-1c7a9ba54dad,Joan Gimenez,https://play-lh.googleusercontent.com/a-/ACB-R5Sat1pvOl-CBhSb1s_wRI_gLt1C8ohUJ_fHfWYO1g,Es muy práctico para refrescar conceptos ya leídos en la página.,4,1,1.14.0,2020-11-26 03:39:26,,,1.14.0,es
129,25d6285a-0ae0-4ce6-9774-97ded5373446,Juan Carlos M.,https://play-lh.googleusercontent.com/a/AGNmyxbgFEkusExV1gxB6Cyu2W8aerGxsBurjsXAUv6U=mo,Sería ideal si estuviese en idioma español tambien.,4,16,1.14.0,2020-11-24 06:09:31,,,1.14.0,es
131,41b5cad7-52e1-42bd-bb7e-8ec0bf2fda4e,Urbano Pasos Jacobo,https://play-lh.googleusercontent.com/a-/ACB-R5Q6f3StrYpgeJUZV4xFnBE7c5leKZ4Ctr-oKP_OtOE,Le falta al chile,1,0,1.14.0,2020-11-18 00:57:08,,,1.14.0,es
135,79665f9b-3bc5-4b9e-8d69-6297304af4f6,Fernando Antonio Rodríguez Fremion,https://play-lh.googleusercontent.com/a/AGNmyxYmzd3OHqz8FnafWGTrw8eGYvZBKhuk9MX5WAy3=mo,"Está bien, para practicar cuando consigues 10 minutos en tu día y estás alejado de tu pc.",5,0,1.13.1,2020-10-20 07:45:28,,,1.13.1,es
137,28fba7c0-ba0a-4749-b4a7-e4a9e25049bd,Cristian,https://play-lh.googleusercontent.com/a-/ACB-R5RYAls6s-594LnsxL6gewL8Vnr0auRf0x0znc_E,Es muy buena,5,0,1.13.1,2020-10-13 23:12:35,,,1.13.1,es
139,0f5ec32f-5bef-48d4-a096-b54930af0d77,Santiago Macias,https://play-lh.googleusercontent.com/a-/ACB-R5SRugXUwf_1_oYm1fQJLN38kuv52v5RqhLT-uUoLg,Hace faltan mas idiomas,4,1,1.13.1,2020-10-11 06:27:12,,,1.13.1,es
141,e0c69cc3-4c47-4982-8df9-4298af7eedfc,Juan L. García,https://play-lh.googleusercontent.com/a-/ACB-R5RXjwFoswLXNS6xYyGOkfZrH7VURLUp-x5OeMSqgA,Perfecto para repasar conocimientos de diferentes lenguajes de programación,5,1,1.13.1,2020-10-08 06:28:43,,,1.13.1,es
142,611e7a50-5909-42bf-a36b-85bb6e16d637,Gerardo Ramirez,https://play-lh.googleusercontent.com/a-/ACB-R5SGEcABgkCytFwLKRKvHmpaA_a0cFD_1ogCh3ezwQ,Aplicación muy útil para practicar donde sea,5,1,1.13.1,2020-10-05 15:27:51,,,1.13.1,es
147,291a4c2d-d55f-45dc-975b-7bf7a27672c3,Luis Leonardo Ascanio,https://play-lh.googleusercontent.com/a-/ACB-R5QlAHSNMvJqI3eZg8xKb-6cm04pcUWDuNqOm4QXnA,Hasta ahora me gusta,5,0,1.13.1,2020-09-22 00:42:07,,,1.13.1,es
150,a2aed54e-95de-430c-a944-fd15a17c28b5,Orlando Leal Rivera,https://play-lh.googleusercontent.com/a-/ACB-R5QyEY1PZJecGs-NLg6K3H7MHuWulaU-E2l-vbwAAg,Hasta ahora la aplicación muy práctica simple para comenzar aprendiendo diferentes lenguajes,4,0,1.13.1,2020-09-08 01:18:46,,,1.13.1,es
151,887a6939-357a-45f8-b2c6-bd2b1b3725ba,DarkSoul - Gamelays y Mas ツ,https://play-lh.googleusercontent.com/a-/ACB-R5SdGAvnYPj8ddzd8be4n-x8O96Ol8tvotXhsxn3,"Perfecta en las primeras impresiones. La tendrían que optimizar para que vaya un poquito más rápida en teléfonos viejos, pero está de 10!😊",5,5,1.13.1,2020-09-03 05:42:54,,,1.13.1,es
153,04be56b1-217e-43b7-adbf-1cfa1e6c657f,David,https://play-lh.googleusercontent.com/a-/ACB-R5TTo7pw7bhV3YX3yfzY5Qnj6BkS3ubeZJW9ei9DXG0,"Tengo una duda, ¿Los cursos tienen subtítulos aunque sea en inglés?",3,0,1.13.1,2020-08-27 18:42:11,,,1.13.1,es
154,0145ab1b-4225-48b2-9754-5d07633ca144,Edison Burrion,https://play-lh.googleusercontent.com/a-/ACB-R5RnjK7D_Wgw4h1UD73-hOfvg_RfJWA5L6sU_hrR,"Es muy buena esta aplicación, aunque inicia en un grado donde ya requieres conocimiento básico previo, te enseña muy bien sobre lógica de programación. Excelente.",5,5,1.13.1,2020-08-26 16:00:00,,,1.13.1,es
157,032288e9-4780-46f1-b95d-32a195644cd2,Andres Salomon,https://play-lh.googleusercontent.com/a-/ACB-R5QFlKLQeuWlWDl0DHr0dT7q4rq4RGWESC3qVp_sOQ,"Hasta el momento, genial! Gran apoyo a la página y sirve para pasar el rato y repasar conceptos. Vi que se quejan de que está en inglés, me permito un consejo, si quieren programar tienen que aprender inglés, ya que la mayoría de los lenguajes y bibliografía importante está en dicho idioma. Me falta probar el PRO, el cual seguramente me suscriba pronto. Muchas gracias por dedicarle tanto esfuerzo a enseñar, me sirve muchísimo!",5,24,,2020-08-17 13:33:42,,,,es
158,db00968b-3fe1-4108-a71e-887e299f6a64,Benji Martinez,https://play-lh.googleusercontent.com/a-/ACB-R5SAEIBYKa_OwtzBiojHO_Za6sMxR1co2MgIt58zFg,"Es una buena app para repasar y aprender programación en tu tiempo libre, el transporte, en la comida etc",5,7,1.13.1,2020-08-12 01:56:30,,,1.13.1,es
160,575bb67c-bdf8-41a7-bed2-93924d3509b2,Pablo Depotato,https://play-lh.googleusercontent.com/a-/ACB-R5QVfgZ1Y_k-cssZ5bF6T0yvK495GJGhV1i8SaqVWQ,"No es muy intuitivo de usar, debería haber una traducción al español.",3,8,1.13.1,2020-08-11 00:52:46,,,1.13.1,es
162,0e1ed5c8-5e6c-448c-a8ac-ae300d539eb3,Diego Fourmentel,https://play-lh.googleusercontent.com/a-/ACB-R5RB537Va6TR8V78a62LrDLdXzA71nrC8nZGSDDDvw,Perfecta,5,0,1.13.1,2020-08-10 01:02:15,,,1.13.1,es
164,32045daa-021a-48e1-a31d-53bb53164a4c,Nazareno Israel Calero,https://play-lh.googleusercontent.com/a-/ACB-R5QQvPql3sehurL2CkD-XUs4LYQDc80SAuQ4Tyx-eIE,"Buena app, vendría muy bien que esté en español también.",5,4,1.13.1,2020-08-05 12:53:58,,,1.13.1,es
165,f533a79e-a9af-49e9-8678-5206be06dac1,Jose Luis Jimenez Vazquez,https://play-lh.googleusercontent.com/a-/ACB-R5QAQSB0u0dCYFMcx_qZylUjUiAfWQULwkskYwg,Esta en inglés eso es lo malo,3,0,1.13.1,2020-07-30 14:36:31,,,1.13.1,es
168,ec051ed9-2845-4ab9-996a-a3e4903af756,Omar Daniel Esquivel Sánchez,https://play-lh.googleusercontent.com/a-/ACB-R5Rr8Rl3iW4Ox8KQHhuIf6sjqNo5XX4BXd3POecq,Contiene todo para aprender las bases,5,0,1.13.1,2020-07-21 02:09:19,,,1.13.1,es
169,532cbafb-6347-4b26-bfd4-4c20c0102c7b,Luis Ricardo Manzano Solís,https://play-lh.googleusercontent.com/a-/ACB-R5T9HB0dsA5V0GpDclUtXYWR4OrBTYvoq9UjApH2FA,Buena para practicar lo visto en los cursos.,5,0,1.13.1,2020-07-19 18:10:04,,,1.13.1,es
170,0e4e2a38-e6a5-46c4-a4f7-249ce2c193f1,Tuy10,https://play-lh.googleusercontent.com/a-/ACB-R5TGWAT9dPGfJrmmdlj2B6ckT_hHiZPm_MmLWnAY_Q,"Por el momento está muy bien, solo que mi inglés es al 50% buena app.",5,0,1.13.1,2020-07-19 03:34:02,,,1.13.1,es
171,d9a6bab5-f678-4e18-b081-a20179e2a432,GeoMaps Gätjens VR Costa Rica (Jeremías Gatjens),https://play-lh.googleusercontent.com/a-/ACB-R5TuM7gZwwSF2yH5GTKzPRBzes5hN3IsXRADTRz0i4o,Apenas para aprovechar el tiempo,5,0,1.13.1,2020-07-18 20:29:10,,,1.13.1,es
173,c88b2824-d767-4acf-ac6b-a7b60303461b,Reva,https://play-lh.googleusercontent.com/a-/ACB-R5RqlKKk_FjEV8yKVCsKcxRxfyD4taPZCam0skNHFA,La aplicación simplemente se pone en blanco y no me deja utilizarla,1,2,1.13.1,2020-07-08 16:37:10,,,1.13.1,es
174,1c92144d-beaf-45b2-8e12-677e3d2779cf,Pedro Bello,https://play-lh.googleusercontent.com/a/AGNmyxY595lQyCSECNnG486SZreIbpEU6hIMPR38xTU2=mo,Los amo! Gracias por tanto,5,0,1.13.1,2020-07-08 05:05:58,,,1.13.1,es
175,ac0bc7a9-77cf-449c-8512-e2d31aed1c8b,Elena Gonzalez,https://play-lh.googleusercontent.com/a-/ACB-R5SYDRiZwDS4D_rLTY2CiMNJDjP5-CHu1B_eXjBbjA,Excelente. Para seguir practicando y aprendiendo desde el celular,5,1,1.13.1,2020-07-04 02:15:46,,,1.13.1,es
181,b02a7bb7-806d-4fe5-95d9-4674fde398a3,Daniel Castillo Silva,https://play-lh.googleusercontent.com/a-/ACB-R5SAEfiyFkU9iNrOVJ2zwkzLJcr-GqK6YaVcUYGqNQ,Muy práctica y muy atractiva visualmente,5,0,1.13.0,2020-06-11 02:51:35,,,1.13.0,es
182,cfde9804-78f8-454f-8155-4491a3875a1c,Carlos Davila,https://play-lh.googleusercontent.com/a/AGNmyxZ_VfRP3xG4S3vfIi-MnokqRa1gKfPwB6zI7hJL=mo,Simplemente perfecta,5,0,1.13.0,2020-06-10 05:19:27,,,1.13.0,es
184,4b8747f7-9ca6-4ad4-b17c-7d7855250b07,Lucas Abtt,https://play-lh.googleusercontent.com/a-/ACB-R5QfqM_N0568vK2xR-XDkI2lVJDwMgVlRLCJMsLHk7A,Excelente interfaz para aprender,5,0,1.13.0,2020-06-07 06:45:47,,,1.13.0,es
185,db8bd025-29e7-482f-bdf3-b0e5d9b2c4e4,Fabian Jimenez,https://play-lh.googleusercontent.com/a-/ACB-R5SzeQtKlEJz0eOIczjgbw-5jAjjmSVjASIE4bRpDg,"Muy buena app, pero no tiene traducción al español :c",4,0,1.13.0,2020-06-04 02:51:37,,,1.13.0,es
186,f2142a4c-6fe1-4e23-b336-c42260cb322c,Juan Carlos Delgadillo,https://play-lh.googleusercontent.com/a-/ACB-R5SaLXesSHgUxOTrevtrnpuQnG4nFIzhB4w0bH7zBQ,Muy divertida...,3,0,1.13.0,2020-06-02 03:24:11,,,1.13.0,es
187,c3e32237-f4e9-4ced-a7fc-76f6a8390970,Epa Yao,https://play-lh.googleusercontent.com/a-/ACB-R5SlWZ_5UGKeEGc8V51TItV9Seti_KxzdPFCEajDLw,Fácil de usar y motivadora,5,0,1.13.0,2020-05-27 09:26:17,,,1.13.0,es
188,679e0181-3c23-4a51-9447-5df839eb27d8,Alfredo Alejandro Delgado Lopez,https://play-lh.googleusercontent.com/a-/ACB-R5TwndL4xDPSBB5MGvc-Rx_8kN5M40gh0F3aMW578g,"Increíble aplicación para aprender a todo lo necesario en el mundo de la programación. La aplicación es fácil e intuitiva si estás aprendiendo desde 0 está la alternativa ideal, si ya sabes y quieres expandir o refrescar tus conocimientos va genial también.",5,9,1.13.0,2020-05-26 10:08:59,,,1.13.0,es
189,4d8ed36c-fffc-40e0-9991-001007c22804,Lucía Montivero,https://play-lh.googleusercontent.com/a/AGNmyxaTtx6TJGFsI-ge339E_gde59r6fplClt7i22f2=mo,"Es muy buena, te permite repasar lo aprendido en la web. Tarda mucho en abrir.",4,1,1.13.0,2020-05-24 03:28:31,,,1.13.0,es
190,287ad596-2713-4f6d-b84f-97c4a198a430,Daniel Cruz,https://play-lh.googleusercontent.com/a-/ACB-R5S4KZZ1Jt2IzRh1WKdoxNC5cku5PJ6BmgzL84lDd6E,"Es una buena aplicación, pero tengo problemas con ella, al iniciar se detiene y solo aparece una pantalla en blanco, tengo que entrar y salir unas 15 o 20 veces para lograr entrar y prácticar",1,6,1.13.0,2020-05-20 05:13:09,,,1.13.0,es
191,5632dd1c-9f57-4029-bad3-44f59cdcb2ac,Yago Gamer!!!???,https://play-lh.googleusercontent.com/a-/ACB-R5RhtJLPWF_8CvIrAbbbQgO72SawpQ_d2QBrEkP9,Estaría bueno que la pongan en español,2,0,1.13.0,2020-05-19 20:44:59,,,1.13.0,es
192,c3140efe-c90a-429b-80c6-67e45f032605,Nil,https://play-lh.googleusercontent.com/a/AGNmyxbm1F5prQPbmuhvjoCQQZaq9A9VwUIQxL7PAB7Z=mo,Realmente muy buena app. Te permite repasar con cuestionarios lo que aprendes en la web con el ordenador.,5,3,1.13.0,2020-05-18 01:08:52,,,1.13.0,es
194,8cf3e3a0-dcbb-4849-96cd-a600e3a2f9d0,Milena Lingua,https://play-lh.googleusercontent.com/a-/ACB-R5QL0006u50KGAEZP_PO9bLABdPtrqCFQ2hyrgp6J0k,Sacaron todos los cursos en español.,1,0,,2020-05-13 14:46:47,,,,es
197,77586c47-9709-4fef-a72a-845e1f54f283,Ezequiel Adur,https://play-lh.googleusercontent.com/a-/ACB-R5QbgqMNtG6dG3hkZLgjgCydFoDGKBtwPFsPMtDZ3Q,Tarda bastante en abrir y está completamente en inglés lo que nos dificulta responder las preguntas para los que no sabemos ingles. Después de eso está buena la aplicación,3,6,1.13.0,2020-04-30 06:07:43,,,1.13.0,es
199,3466b4bb-0564-4f6c-a143-29b1ee0c8cd6,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Buenísimo para practicar en modo GO,5,0,1.13.0,2020-04-28 05:25:01,,,1.13.0,es
203,15370139-4643-482d-a825-f879db6eccc3,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Facil de usar, muy recomendable",5,1,1.13.0,2020-04-15 15:06:55,,,1.13.0,es
204,574e8057-75e2-428e-973b-073cc14fbfaf,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muy buena para aprender algo nuevo cada día.,5,0,1.13.0,2020-04-11 02:04:18,,,1.13.0,es
205,9e598221-99e4-4c03-943d-bdca053b2528,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pero sería mucho mejor si pudiera cambiar el lenguaje, ya que que la sintaxis del idioma español es diferente.",5,1,1.13.0,2020-04-05 13:59:16,,,1.13.0,es
207,1fcaa7ff-fc5d-4542-996e-839ca3c48555,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente para aprender me encanta,5,0,1.13.0,2020-04-02 05:34:25,,,1.13.0,es
208,99b3e60f-3b89-42e2-9985-fc96bd58bce6,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Perfecta para practicar y refrescar conocimiento,5,0,1.13.0,2020-03-30 04:18:59,,,1.13.0,es
211,27ddbebb-c172-477a-93cc-4730f4344709,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Buena interfaz, te ayuda a practicar las cosas que ya has visto. Es muy versatil y comoda. Seguire usandola.",5,5,1.13.0,2020-03-24 17:20:06,,,1.13.0,es
212,08f3875a-6d29-48f1-a23e-bcc074aebb0f,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Me encanta,5,0,1.13.0,2020-03-23 09:06:56,,,1.13.0,es
213,84566407-88cf-476b-9352-469d8903786a,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente experiencia de usuario,5,0,1.13.0,2020-03-21 13:07:36,,,1.13.0,es
214,eabcad61-6034-487a-a656-771c5d6f310d,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Te permite seguir practicando lo que no podes hacer en la PC. En tu tiempos libres en ves de jugar práctica.,4,0,1.13.0,2020-03-16 01:53:57,,,1.13.0,es
215,1ddf62b4-3051-4b70-a53c-ff875cf5a90b,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Fácil de aprender, trae ejemplos simples e una interfaz limpia y agradable",5,4,1.13.0,2020-03-14 22:25:50,,,1.13.0,es
216,8bed7394-dc58-4fe7-b223-f03b9e97dd79,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Es muy buena app para mantener la conceptos frescos e incluso aprender uno que otro uso desconocido de funciones.,5,3,,2020-02-19 17:14:40,,,,es
218,8e0b455f-0212-473d-86d4-3b020944b96e,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Recién me inicio en el mundo de la programación. Espero que está app me ayude con los primeros pasos,5,0,1.13.0,2020-02-04 12:00:17,,,1.13.0,es
220,3ab6ce81-a08c-457f-97a4-216dce9c94ae,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Hola, la aplicación presenta problemas a la hora de autenticarse con la cuenta de Google. Es normal ese problema? Cómo puedo solucionarlo? Saludos",1,4,1.11.1,2020-01-31 23:40:08,,,1.11.1,es
222,5ae4820e-05f6-4fa6-83b8-5b2bdc61cf76,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Los felicito por su aplicación, sera posible en un futuro tener la información en español u otros idiomas.",4,19,1.10.1,2020-01-22 23:40:48,,,1.10.1,es
224,0e09e001-92e1-4abc-99d3-4834e93dcc32,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,No puedo iniciar sesión desde Google. Con la aplicación ayuda.,2,0,1.8.1,2019-11-21 20:42:44,,,1.8.1,es
226,f24bc1fd-e5cf-447f-8937-48768eb295b7,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Solo en ingles,1,0,,2019-11-02 02:05:10,,,,es
227,42e9e751-5898-4c35-b7d3-f8895dc7a7d1,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Esta app es para quienes tienen cuenta en el sitio web, ayuda a repasar los conceptos practicados. Lo único que le veo mal es que los repasos se mantienen con la dificultad más baja, ojalá aumentaran la dificultad y permitieran revisar otros temas que no se hayan iniciado en la plataforma web.",3,13,1.8.1,2019-10-31 05:43:31,,,1.8.1,es
228,1e91ab1b-b989-45ea-9ccc-e20c69de2118,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,No carga bien y repite lecciones,2,1,,2019-10-11 19:22:06,,,,es
229,51025648-0be1-473f-9dc7-0ea19acc7612,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pésimo, ni siquiera carga, pesada mala mejorenla y ponganla en español.",2,7,1.8.1,2019-09-29 21:14:02,,,1.8.1,es
231,75260ece-5414-4201-8f88-da28a2a5317f,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"no le puedo cambiar el idioma, ni traducirlo, desp de eso me encanto!",4,5,,2019-09-06 01:04:44,,,,es
233,454759b2-1dca-4ceb-9c8b-b8905511d31d,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aconsejo a los desarrolladores borrar la app de Google Play, arreglarla y volverla a subir. Nunca crecerá con semejante cantidad de negativos. Imposible iniciar sesión como a muchos otros les pasa",1,11,1.7,2019-08-12 13:50:33,"Jonatan, thanks for your feedback! We've made an update to the log in for version 1.8.1.

If you update the app in the Google Play store, it should now work.",2019-09-08 02:15:55,1.7,es
235,24aa7c45-6732-47cd-96ea-5a81b9ce21e8,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Es buena, pero no te da para escribir y no se entiende",2,1,,2019-07-22 01:13:39,,,,es
236,6bf80a5c-8858-4ce1-a1ec-5c1157241983,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,No puedo logearme ni siquiera 😕.,1,6,1.7,2019-07-17 23:56:10,,,1.7,es
238,a49bdc69-9a80-4642-99a9-54df698e8053,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"no puedo ingresar con ninguna cuenta, se queda cargando mucho tiempo y luego se cierra.",3,2,,2019-05-18 18:58:55,,,,es
239,4d5c005e-e26e-4b39-b97d-1b73d244a6f3,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,no puedo ingresar con mi cuenta se cierra la aplicación pero en la oagina web edta bien arreglen eso porfavor para poder practicar en mi celular y seria la mejor aplicacion del mundo,4,5,,2019-05-05 02:40:44,,,,es
